us,fanRPM,Itemp,Isetp,Iheat,IP,II,ID,Etemp,Esetp,Eheat,EP,EI,ED
203234214,0,28.0625,60,0,0,0,0,21.4375,23.4375,60,200,0,0
203334163,1341,28.0625,60,255,0,0,0,21.4375,23.4375,60,200,0,0
203434131,1449,28.0625,60,255,0,0,0,21.4375,23.4375,60,200,0,0
203534158,2018,28.0625,60,255,0,0,0,21.4375,23.4375,60,200,0,0
203634158,2553,28.0625,60,255,0,0,0,21.4375,23.4375,60,200,0,0
203734164,3081,28.0625,60,255,0,0,0,21.4375,23.4375,60,200,0,0
203834149,3391,28.0625,60,255,0,0,0,21.4375,23.4375,60,200,0,0
203934143,3725,28.0625,60,255,0,0,0,21.4375,23.4375,60,200,0,0
204112237,4194,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
204134133,4281,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
204234158,4544,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
204334136,4727,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
204434136,4871,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
204534150,4996,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
204634158,5090,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
204734136,5090,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
204834133,5151,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
204934134,5295,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
205112198,5373,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
205134155,5382,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
205234161,5326,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
205334162,5437,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
205434145,5372,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
205534133,5472,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
205634143,5399,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
205734163,5499,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
205834130,5420,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
205934145,5516,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
206112145,5529,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
206134155,5530,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
206234131,5535,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
206334155,5451,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
206434145,5542,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
206534130,5458,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
206634158,5547,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
206734137,5461,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
206834155,5462,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
206934164,5554,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
207112198,5562,28,60,255,0,0,0,21.5,23.4375,60,193.75,0,0
