us,fanRPM,Itemp,Isetp,Iheat,IP,II,ID,Etemp,Esetp,Eheat,EP,EI,ED
45365035,0,23.375,-127,0,-150.375,-166.9162445,-233.75,20.9375,22.9375,-127,2,0.200000003,-209.375
45464837,651,23.375,-127,0,-150.375,-166.9162445,-233.75,20.9375,22.9375,-127,2,0.200000003,-209.375
45611851,1691,23.375,2.400000095,0,-150.375,-15.03750038,0,20.9375,22.9375,2.400000095,2,0.200000003,0
45664836,1921,23.375,2.400000095,0,-150.375,-15.03750038,0,20.9375,22.9375,2.400000095,2,0.200000003,0
45764832,2475,23.375,2.599999905,0,-20.97500038,-2.097500086,0,20.9375,22.9375,2.599999905,2,0.200000003,0
45864844,2925,23.375,2.799999952,0,-20.77499962,-2.077500105,0,20.9375,22.9375,2.799999952,2,0.200000003,0
45964829,3354,23.375,2.799999952,0,-20.77499962,-2.077500105,0,20.9375,22.9375,2.799999952,2,0.200000003,0
46111837,3774,23.375,2.306250095,0,-20.57500076,-2.057500124,0,21,22.9375,2.306250095,1.9375,0.193750009,-0.625
46164843,3929,23.375,2.306250095,0,-20.57500076,-2.057500124,0,21,22.9375,2.306250095,1.9375,0.193750009,-0.625
46264832,4235,23.375,3.125,0,-21.06875038,-23.38631248,0,21,22.9375,3.125,1.9375,0.193750009,0
46364833,4351,23.375,3.318749905,0,-20.25,-2.025000095,0,21,22.9375,3.318749905,1.9375,0.193750009,0
46464831,4577,23.375,3.318749905,0,-20.25,-2.025000095,0,21,22.9375,3.318749905,1.9375,0.193750009,0
46611824,4782,23.375,4.206250191,0,-20.05624962,-2.00562501,0,20.9375,22.9375,4.206250191,2,0.200000003,0.625
46664833,4821,23.375,4.206250191,0,-20.05624962,-2.00562501,0,20.9375,22.9375,4.206250191,2,0.200000003,0.625
46764835,4926,23.375,3.78125,0,-19.16875076,-1.916875124,0,20.9375,22.9375,3.78125,2,0.200000003,0
46864860,5006,23.375,3.981250286,0,-19.59375,-21.74906349,0,20.9375,22.9375,3.981250286,2,0.200000003,0
46964855,4993,23.375,3.981250286,0,-19.59375,-21.74906349,0,20.9375,22.9375,3.981250286,2,0.200000003,0
47111821,5051,23.3125,4.181250095,0,-19.33124924,-1.9331249,0.625,20.9375,22.9375,4.181250095,2,0.200000003,0
47164831,5164,23.375,4.181250095,0,-19.33124924,-1.9331249,0.625,20.9375,22.9375,4.181250095,2,0.200000003,0
47264848,5208,23.375,4.381250381,0,-19.19375038,-1.919375062,-0.625,20.9375,22.9375,4.381250381,2,0.200000003,0
47364863,5141,23.375,4.581250191,0,-18.99374962,-1.899374962,0,20.9375,22.9375,4.581250191,2,0.200000003,0
47464842,5260,23.375,4.581250191,0,-18.99374962,-1.899374962,0,20.9375,22.9375,4.581250191,2,0.200000003,0
47611834,5281,23.375,4.78125,0,-18.79375076,-1.8793751,0,20.9375,22.9375,4.78125,2,0.200000003,0
47664858,5208,23.375,4.78125,0,-18.79375076,-1.8793751,0,20.9375,22.9375,4.78125,2,0.200000003,0
47764859,5307,23.375,4.981250286,0,-18.59375,-1.859375,0,20.9375,22.9375,4.981250286,2,0.200000003,0
