us,fanRPM,Itemp,Isetp,Iheat,IP,II,ID,Etemp,Esetp,Eheat,EP,EI,ED
9791515,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,1020,0,0
9875255,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,-50
9959241,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,-50
10043636,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
10128066,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
10212381,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
10296785,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
10381880,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
10465240,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
10549677,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
10634008,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
10717716,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
10801999,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
10886053,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
10969977,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
11054309,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
11138643,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
11223039,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
11306878,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
11390289,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
11474562,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
11558549,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
11642884,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
11726803,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
11809015,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
11892863,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
11976159,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
12060548,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
12144835,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
12230419,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
12313709,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
12397987,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
12481985,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
12566342,0,24.875,60,255,895.6875,3.512500048,0,22.125,23.125,60,960,0,0
