us,fanRPM,Itemp,Isetp,Iheat,IP,II,ID,Etemp,Esetp,Eheat,EP,EI,ED
185733939,0,24.9375,-127,0,0,0,0,21.5,23.5,-127,1.75,60,-11287.5
185833866,452,24.9375,-127,0,0,0,0,21.5,23.5,-127,1.75,60,-11287.5
185933872,1353,24.9375,60,0,0,0,0,21.5,23.5,60,1.75,42,0
186080734,2306,24.9375,60,255,0,0,0,21.5,23.5,60,1.75,42,0
186133897,2628,24.9375,60,255,0,0,0,21.5,23.5,60,1.75,42,0
186233889,2993,24.9375,60,255,0,0,0,21.5,23.5,60,1.75,42,0
186333877,3414,24.9375,60,255,0,0,0,21.5,23.5,60,1.75,42,0
186433879,3736,24.9375,60,255,0,0,0,21.5,23.5,60,1.75,42,0
186533878,4092,24.9375,60,255,0,0,0,21.5,23.5,60,1.75,42,0
186633865,4251,24.9375,60,255,0,0,0,21.5,23.5,60,1.75,42,0
186733864,4510,24.9375,60,255,0,0,0,21.5,23.5,60,1.75,42,0
186833878,4686,24.9375,60,255,0,0,0,21.5,23.5,60,1.75,42,0
186933866,4823,24.9375,60,255,0,0,0,21.5,23.5,60,1.75,42,0
187111860,5014,24.9375,28.8828125,255,0,0,0,21.5625,23.5,28.8828125,1.6953125,40.6875,-32.8125
187133895,5028,24.9375,28.8828125,255,0,0,0,21.5625,23.5,28.8828125,1.6953125,40.6875,-32.8125
187233891,5112,24.9375,60,255,0,0,0,21.5625,23.5,60,1.6953125,40.6875,0
187333864,5080,24.9375,60,255,0,0,0,21.5625,23.5,60,1.6953125,40.6875,0
187433896,5136,24.9375,60,255,0,0,0,21.5625,23.5,60,1.6953125,40.6875,0
187533870,5264,24.9375,60,255,0,0,0,21.5625,23.5,60,1.6953125,40.6875,0
187633885,5218,24.9375,60,255,0,0,0,21.5625,23.5,60,1.6953125,40.6875,0
187733892,5332,24.9375,60,255,0,0,0,21.5625,23.5,60,1.6953125,40.6875,0
187833873,5353,24.9375,60,255,0,0,0,21.5625,23.5,60,1.6953125,40.6875,0
187933871,5288,24.9375,60,255,0,0,0,21.5625,23.5,60,1.6953125,40.6875,0
188111864,5326,24.9375,60,255,0,0,0,21.5625,23.5,60,1.6953125,40.6875,0
188133864,5320,24.9375,60,255,0,0,0,21.5625,23.5,60,1.6953125,40.6875,0
188233877,5417,24.9375,60,255,0,0,0,21.5625,23.5,60,1.6953125,40.6875,0
188333867,5339,24.9375,60,255,0,0,0,21.5625,23.5,60,1.6953125,40.6875,0
188433878,5435,24.9375,60,255,0,0,0,21.5625,23.5,60,1.6953125,40.6875,0
188533876,5352,24.9375,60,255,0,0,0,21.5625,23.5,60,1.6953125,40.6875,0
188633884,5445,24.9375,60,255,0,0,0,21.5625,23.5,60,1.6953125,40.6875,0
188733877,5363,24.9375,60,255,0,0,0,21.5625,23.5,60,1.6953125,40.6875,0
188833897,5453,24.9375,60,255,0,0,0,21.5625,23.5,60,1.6953125,40.6875,0
